,date,week,team,game_location,opp,result,team_pts,opp_pts,cmp,att,pass_yds,pass_td,int,rating,sacked,rush_att,rush_yds,rush_td
0,2023-09-10,1,CAR,@,ATL,L,10,24,20,38,146,1,2,48.8,2,3,17,0
1,2023-09-18,2,CAR,,NOR,L,17,20,22,33,153,1,0,87.1,4,2,34,0
2,2023-10-01,4,CAR,,MIN,L,13,21,25,32,204,0,0,93.2,5,2,10,0
3,2023-10-08,5,CAR,@,DET,L,24,42,25,41,247,3,2,82.1,1,1,4,0
4,2023-10-15,6,CAR,@,MIA,L,21,42,23,38,217,1,0,85.1,4,0,0,0
5,2023-10-29,8,CAR,,HOU,W,15,13,22,31,235,1,0,103.6,6,4,11,0
6,2023-11-05,9,CAR,,IND,L,13,27,24,39,173,1,3,48.3,4,5,41,0
