,date,week,team,game_location,opp,result,team_pts,opp_pts,cmp,att,pass_yds,pass_td,int,rating,sacked,rush_att,rush_yds,rush_td
0,2022-10-30,8,LVR,@,NOR,L,0,24,8,13,72,0,0,76.4,1,0,0,0
1,2023-01-01,17,LVR,,SFO,L,34,37,23,34,365,3,2,108.1,0,7,34,0
2,2023-01-07,18,LVR,,KAN,L,13,31,22,36,219,1,1,76.0,6,7,50,0
