,date,week,team,game_location,opp,result,team_pts,opp_pts,cmp,att,pass_yds,pass_td,int,rating,sacked,rush_att,rush_yds,rush_td
0,2023-01-01,17,ARI,@,ATL,L,19,20,24,40,222,1,0,83.5,2,2,7,0
1,2023-01-08,18,ARI,@,SFO,L,13,38,14,18,180,1,2,87.3,3,2,-2,0
