,date,week,team,game_location,opp,result,team_pts,opp_pts,cmp,att,pass_yds,pass_td,int,rating,sacked,rush_att,rush_yds,rush_td
0,2022-09-11,1,NOR,@,ATL,W,27,26,23,34,269,2,0,111.0,4,2,9,0
1,2022-09-18,2,NOR,,TAM,L,10,20,25,40,236,1,3,55.8,6,1,2,0
2,2022-09-25,3,NOR,@,CAR,L,14,22,25,41,353,1,2,76.6,1,2,5,0
