,date,week,team,game_location,opp,result,team_pts,opp_pts,cmp,att,pass_yds,pass_td,int,rating,sacked,rush_att,rush_yds,rush_td
0,2022-12-26,16,IND,,LAC,L,3,20,17,29,143,0,3,31.9,7,1,0,0
1,2023-01-01,17,IND,@,NYG,L,10,38,8,13,81,0,1,47.3,1,1,8,0
