,date,week,team,game_location,opp,result,team_pts,opp_pts,cmp,att,pass_yds,pass_td,int,rating,sacked,rush_att,rush_yds,rush_td
0,2022-11-27,12,NYJ,,CHI,W,31,10,22,28,315,3,0,149.3,1,3,2,0
1,2022-12-04,13,NYJ,@,MIN,L,22,27,31,57,369,0,2,59.8,1,3,7,1
2,2022-12-11,14,NYJ,@,BUF,L,12,20,27,44,268,0,0,78.6,3,0,0,0
3,2023-01-01,17,NYJ,@,SEA,L,6,23,23,46,240,0,2,47.4,4,0,0,0
