,date,week,team,game_location,opp,result,team_pts,opp_pts,cmp,att,pass_yds,pass_td,int,rating,sacked,rush_att,rush_yds,rush_td
0,2022-09-11,1,SFO,@,CHI,L,10,19,13,28,164,0,1,50.3,2,13,54,0
1,2022-09-18,2,SFO,,SEA,W,27,7,2,3,30,0,0,99.3,0,3,13,0
