,date,week,team,game_location,opp,result,team_pts,opp_pts,cmp,att,pass_yds,pass_td,int,rating,sacked,rush_att,rush_yds,rush_td
0,2022-11-13,10,LAR,,ARI,L,17,27,1,1,-3,0,0,79.2,0,3,4,0
1,2022-11-20,11,LAR,@,NOR,L,20,27,5,10,64,0,0,70.4,3,5,39,0
2,2022-11-27,12,LAR,@,KAN,L,10,26,13,23,100,1,2,45.6,3,9,44,0
3,2022-12-04,13,LAR,,SEA,L,23,27,0,0,0,0,0,0.0,0,1,5,0
4,2022-12-25,16,LAR,,DEN,W,51,14,0,0,0,0,0,0.0,0,1,-2,0
