,date,week,team,game_location,opp,result,team_pts,opp_pts,cmp,att,pass_yds,pass_td,int,rating,sacked,rush_att,rush_yds,rush_td
0,2022-12-11,14,BAL,@,PIT,W,16,14,3,5,16,0,0,65.4,1,3,-5,0
1,2023-01-08,18,BAL,@,CIN,L,16,27,19,44,286,0,2,46.2,4,0,0,0
