,date,week,team,game_location,opp,result,team_pts,opp_pts,cmp,att,pass_yds,pass_td,int,rating,sacked,rush_att,rush_yds,rush_td
0,2022-11-27,12,CAR,,DEN,W,23,10,11,19,164,1,0,103.8,0,3,3,1
1,2022-12-11,14,CAR,@,SEA,W,30,24,14,24,120,1,0,85.4,2,4,30,0
2,2022-12-18,15,CAR,,PIT,L,16,24,14,23,225,1,0,108.1,4,2,2,0
3,2022-12-24,16,CAR,,DET,W,37,23,15,22,250,1,0,121.4,0,6,19,1
4,2023-01-01,17,CAR,@,TAM,L,24,30,23,37,341,3,1,108.1,2,5,20,0
5,2023-01-08,18,CAR,@,NOR,W,10,7,5,15,43,0,2,2.8,2,6,32,0
