,date,week,team,game_location,opp,result,team_pts,opp_pts,cmp,att,pass_yds,pass_td,int,rating,sacked,rush_att,rush_yds,rush_td
0,2022-10-02,4,NYJ,@,PIT,W,24,20,18,36,252,1,2,59.0,1,2,15,0
1,2022-10-09,5,NYJ,,MIA,W,40,17,14,21,210,0,0,99.3,2,4,2,1
2,2022-10-16,6,NYJ,@,GNB,W,27,10,10,18,110,0,0,73.8,2,5,1,0
3,2022-10-23,7,NYJ,@,DEN,W,16,9,16,26,121,0,0,72.8,3,4,24,0
4,2022-10-30,8,NYJ,,NWE,L,17,22,20,41,355,2,3,64.6,2,1,2,0
5,2022-11-06,9,NYJ,,BUF,W,20,17,18,25,154,1,0,101.1,2,5,24,0
6,2022-11-20,11,NYJ,@,NWE,L,3,10,9,22,77,0,0,50.8,4,3,26,0
7,2022-12-18,15,NYJ,,DET,L,17,20,18,35,317,2,1,89.8,4,3,7,0
8,2022-12-22,16,NYJ,,JAX,L,3,19,9,18,92,0,1,41.9,3,1,1,0
