,date,week,team,game_location,opp,result,team_pts,opp_pts,cmp,att,pass_yds,pass_td,int,rating,sacked,rush_att,rush_yds,rush_td
0,2022-09-25,3,MIA,,BUF,W,21,19,0,2,0,0,0,39.6,1,0,0,0
1,2022-09-29,4,MIA,@,CIN,L,15,27,14,23,193,1,1,84.1,0,1,11,0
2,2022-10-09,5,MIA,@,NYJ,L,17,40,0,1,0,0,0,39.6,0,0,0,0
3,2022-10-16,6,MIA,,MIN,L,16,24,23,34,329,2,2,93.9,5,1,10,0
4,2023-01-01,17,MIA,@,NWE,L,21,23,12,19,161,1,1,85.6,1,1,6,0
