,date,week,team,game_location,opp,result,team_pts,opp_pts,cmp,att,pass_yds,pass_td,int,rating,sacked,rush_att,rush_yds,rush_td
0,2022-11-06,9,MIN,@,WAS,W,20,17,1,1,-3,0,0,79.2,0,0,0,0
1,2022-11-20,11,MIN,,DAL,L,3,40,5,7,54,0,0,93.7,0,0,0,0
2,2023-01-01,17,MIN,@,GNB,L,17,41,4,4,57,1,0,158.3,0,0,0,0
3,2023-01-08,18,MIN,@,CHI,W,29,13,11,13,116,0,1,71.8,0,4,8,0
